Date,Close/Last,Volume,Open,High,Low
02/08/2023,$15.43,10016810,$15.475,$15.76,$15.05
02/07/2023,$15.76,20432900,$15.72,$16.24,$15.4199
02/06/2023,$15.79,18220300,$15.825,$16.37,$15.15
02/03/2023,$16.28,32668460,$16.25,$17.83,$16.135
02/02/2023,$16.98,39055210,$15.75,$17.6,$15.18
02/01/2023,$16.36,79365190,$13.75,$16.79,$13.6
01/31/2023,$12.93,21405940,$12.59,$13.115,$12.5
01/30/2023,$12.5,18199310,$12.71,$13.37,$12.3
01/27/2023,$12.65,16963180,$11.77,$12.99,$11.65
01/26/2023,$11.8,8764653,$11.74,$12.05,$11.42
01/25/2023,$11.41,8225818,$10.8,$11.47,$10.52
01/24/2023,$11.06,9116574,$11.22,$11.45,$10.87
01/23/2023,$11.66,8967556,$11.1,$11.74,$10.86
01/20/2023,$11.06,7982372,$10.63,$11.0899,$10.46
01/19/2023,$10.44,10553900,$10.77,$10.94,$10.19
01/18/2023,$11.09,19264300,$12.1,$12.14,$11.03
01/17/2023,$11.94,16358430,$11.53,$12.075,$11.3299
01/13/2023,$11.63,10993890,$10.89,$11.73,$10.825
01/12/2023,$11.1,10512770,$10.89,$11.15,$10.21
01/11/2023,$10.82,13106560,$9.86,$10.84,$9.77
01/10/2023,$9.8,9265875,$9.32,$9.8799,$9.31
01/09/2023,$9.33,11044720,$9.09,$9.525,$9.02
01/06/2023,$8.92,9836818,$8.56,$9.025,$8.31
01/05/2023,$8.58,7781211,$8.58,$8.73,$8.31
01/04/2023,$8.84,9931473,$8.26,$8.86,$7.985
01/03/2023,$8.12,11626280,$8.17,$8.45,$7.89
12/30/2022,$7.94,10481530,$7.85,$8.03,$7.68
12/29/2022,$8.09,8878116,$8.05,$8.31,$7.92
12/28/2022,$7.88,9501641,$8.12,$8.31,$7.855
12/27/2022,$8.14,12128550,$8.79,$8.805,$8.12
12/23/2022,$8.89,7653813,$9.21,$9.24,$8.655
12/22/2022,$9.21,10146780,$9.74,$9.74,$8.83
12/21/2022,$9.88,11384410,$10.47,$10.61,$9.86
12/20/2022,$10.45,9439143,$10.315,$10.8485,$10.1797
12/19/2022,$10.48,6284162,$10.59,$10.63,$10.23
12/16/2022,$10.71,12728870,$11.19,$11.63,$10.69
12/15/2022,$11.36,11910490,$11.91,$12.11,$11.21
12/14/2022,$12.16,9566524,$11.55,$12.2761,$11.52
12/13/2022,$11.71,13802430,$12.42,$12.58,$11.4135
12/12/2022,$11.71,8934534,$11.37,$11.74,$11.11
12/09/2022,$11.51,11560920,$12.42,$12.47,$11.48
12/08/2022,$12.57,9985209,$11.92,$12.669,$11.7
12/07/2022,$11.85,11052490,$12.27,$12.77,$11.85
12/06/2022,$12.46,12636430,$12.83,$12.89,$11.9301
12/05/2022,$12.92,14984440,$13.06,$13.345,$12.745
12/02/2022,$13.3,27053110,$11.5,$13.33,$11.41
12/01/2022,$11.77,11875610,$11.49,$11.86,$10.99
11/30/2022,$11.38,11759260,$10.422,$11.39,$10.14
11/29/2022,$10.49,7915064,$10.31,$10.86,$10.1
11/28/2022,$10.14,15594220,$9.98,$10.94,$9.94
11/25/2022,$10.06,3608431,$9.84,$10.1275,$9.79
11/23/2022,$10.03,7025911,$9.784,$10.0584,$9.67
11/22/2022,$9.65,10177490,$9.53,$9.72,$9.33
11/21/2022,$9.76,8805275,$10.03,$10.21,$9.49
11/18/2022,$10.31,7597643,$11,$11.22,$10.18
11/17/2022,$10.89,11525530,$10.54,$11.06,$10.42
11/16/2022,$10.94,13986350,$11.6,$11.68,$10.71
11/15/2022,$11.84,16118250,$11.28,$12.0168,$11.15
11/14/2022,$10.94,14722220,$10.06,$11.04,$10.0402
11/11/2022,$10.33,15066310,$9.76,$10.6,$9.5
11/10/2022,$9.96,15777940,$9.33,$10,$9.215
11/09/2022,$8.565,11969910,$9.38,$9.445,$8.3917
11/08/2022,$9.58,15198850,$9.43,$9.855,$8.78
11/07/2022,$9.41,10806170,$9.41,$9.67,$8.9284
11/04/2022,$9.39,20116480,$9.29,$9.71,$8.92
11/03/2022,$9.34,33515280,$7.45,$9.34,$7.2401
11/02/2022,$8.63,18197680,$8.89,$9.205,$8.41
11/01/2022,$8.94,12394620,$8.78,$9.0192,$8.755
10/31/2022,$8.4,17479690,$8.05,$8.67,$7.98
10/28/2022,$8.01,15489870,$7.8,$8.0593,$7.585
10/27/2022,$7.81,13766280,$7.81,$8.245,$7.7
10/26/2022,$7.69,12848700,$7.33,$8.16,$7.25
10/25/2022,$7.48,17611570,$7.08,$7.69,$7.07
10/24/2022,$7,14132080,$7.2,$7.22,$6.76
10/21/2022,$7.34,9801301,$7.29,$7.44,$7.025
10/20/2022,$7.41,13573260,$7.4,$7.965,$7.28
10/19/2022,$7.39,11526340,$7.71,$7.718,$7.32
10/18/2022,$7.83,12989820,$8.14,$8.26,$7.535
10/17/2022,$7.75,15212250,$7.56,$7.96,$7.355
10/14/2022,$7.24,24643140,$8.78,$8.97,$7.23
10/13/2022,$8.71,19434900,$8.03,$9.01,$7.83
10/12/2022,$8.53,12904970,$8.74,$8.81,$8.09
10/11/2022,$8.78,16169830,$9.21,$9.23,$8.24
10/10/2022,$9.09,19635100,$8.74,$9.42,$8.555
10/07/2022,$8.69,14305190,$8.48,$8.8186,$8.4
10/06/2022,$8.83,19532900,$8.465,$9.17,$8.35
10/05/2022,$8.49,16018280,$8.55,$8.84,$8.095
10/04/2022,$8.86,28308900,$7.67,$8.86,$7.67
10/03/2022,$7.47,18285920,$7.1,$7.48,$6.66
09/30/2022,$6.93,13325030,$7.01,$7.295,$6.855
09/29/2022,$7.05,26183260,$8.18,$8.182,$6.82
09/28/2022,$8.24,9182458,$8.22,$8.42,$8.03
09/27/2022,$8.2,13653710,$8.32,$8.79,$8.0612
09/26/2022,$8.22,12342480,$8.5,$8.845,$8.06
09/23/2022,$8.51,10984820,$8.46,$8.69,$8.28
09/22/2022,$8.59,9724372,$8.99,$9.11,$8.585
09/21/2022,$9.05,12121330,$9.85,$9.9,$9.05
09/20/2022,$9.65,10417520,$9.9,$10.24,$9.63
09/19/2022,$9.92,6869733,$9.71,$9.99,$9.59
09/16/2022,$9.74,14167190,$10.4,$10.4,$9.71
09/15/2022,$10.68,10391660,$10.07,$10.85,$10
09/14/2022,$10.23,8889950,$10.04,$10.27,$9.665
09/13/2022,$9.91,23635150,$10.45,$10.45,$9.48
09/12/2022,$11.05,12914660,$10.26,$11.08,$10.2416
09/09/2022,$10.31,18726410,$9.295,$10.39,$9.295
09/08/2022,$9.1,8157383,$8.84,$9.19,$8.635
09/07/2022,$8.97,9401903,$8.6,$9.155,$8.57
09/06/2022,$8.69,13447130,$9.36,$9.39,$8.68
09/02/2022,$9.44,16349200,$10.31,$10.47,$9.4
09/01/2022,$10.28,11753560,$9.955,$10.3,$9.65
08/31/2022,$10.19,30546900,$9.75,$10.265,$9.67
08/30/2022,$9.58,19154700,$10.76,$10.885,$9.52
08/29/2022,$10.47,15778650,$10.48,$10.92,$10.35
08/26/2022,$10.61,25524300,$11.028,$11.04,$10.12
08/25/2022,$11.01,59490220,$11.68,$11.86,$10.655
08/24/2022,$13.48,83422140,$12.35,$13.66,$12.1601
08/23/2022,$11.2,14795370,$11.5,$11.64,$10.78
08/22/2022,$11.58,10048930,$11.38,$11.75,$11.13
08/19/2022,$11.71,10943420,$12.32,$12.41,$11.36
08/18/2022,$12.66,11137540,$12.86,$12.86,$12.29
08/17/2022,$12.94,11485370,$13.315,$13.6499,$12.85
08/16/2022,$13.69,15441280,$13.38,$14.32,$12.91
08/15/2022,$13.53,16205610,$13.34,$13.77,$12.69
08/12/2022,$13.53,28058110,$12.08,$13.79,$11.82
08/11/2022,$11.91,16592960,$12.24,$13.565,$11.73
08/10/2022,$11.92,9047343,$11.615,$12.07,$11.41
08/09/2022,$11.09,9641501,$11.57,$11.66,$10.8801
08/08/2022,$11.91,14643120,$11.93,$12.67,$11.66
08/05/2022,$11.79,15169150,$10.34,$11.87,$10.05
08/04/2022,$10.5,11412180,$11.31,$11.49,$10.45
08/03/2022,$11.39,11918150,$10.84,$11.48,$10.64
08/02/2022,$10.72,13290550,$9.63,$10.95,$9.56
08/01/2022,$9.69,8974901,$9.5,$9.81,$9.165
07/29/2022,$9.49,8819457,$9.24,$9.55,$8.88
07/28/2022,$9.33,10579040,$9.02,$9.36,$8.68
07/27/2022,$9,8816181,$9,$9.09,$8.561
07/26/2022,$8.71,10864530,$9.31,$9.31,$8.59
07/25/2022,$9.55,7980838,$9.85,$9.8569,$9.27
07/22/2022,$9.77,15741460,$11.1,$11.11,$9.72
07/21/2022,$11.26,13882650,$10.81,$11.4,$10.7
07/20/2022,$11.03,26784960,$9.45,$11.04,$9.38
07/19/2022,$9.4,14258600,$8.77,$9.47,$8.5
07/18/2022,$8.63,9571258,$8.75,$9.14,$8.5731
07/15/2022,$8.48,9637187,$8.435,$8.6799,$8.22
07/14/2022,$8.34,12778910,$8.89,$8.93,$8.32
07/13/2022,$8.93,14000240,$8.935,$9.19,$8.66
07/12/2022,$9.25,16359030,$9.37,$9.5296,$9.02
07/11/2022,$8.92,11374580,$10.06,$10.11,$8.91
07/08/2022,$10.21,9583679,$10.52,$10.925,$10.115
07/07/2022,$10.65,6899227,$10.17,$10.705,$10.0999
07/06/2022,$10.15,8189812,$10.31,$10.635,$10.055
07/05/2022,$10.41,12556070,$9.115,$10.415,$8.73
07/01/2022,$9.13,9338515,$9.12,$9.46,$8.88
06/30/2022,$9.18,11784110,$9.38,$9.42,$8.74
06/29/2022,$9.45,11346330,$9.78,$9.81,$9.11
06/28/2022,$9.86,7490453,$10.7,$10.94,$9.82
06/27/2022,$10.79,8559712,$11.12,$11.22,$10.3
06/24/2022,$11.01,18093180,$10.52,$11.02,$10.39
06/23/2022,$10.51,9816528,$9.85,$10.56,$9.61
06/22/2022,$9.77,9321032,$9.54,$10.24,$9.51
06/21/2022,$9.7,9044704,$9.89,$10.33,$9.68
06/17/2022,$9.74,9527374,$9.43,$9.92,$9.37
06/16/2022,$9.45,10372650,$9.75,$9.97,$9.29
06/15/2022,$10.13,10847500,$9.61,$10.24,$9.61
06/14/2022,$9.58,10078390,$9.97,$10.08,$9.445
06/13/2022,$9.84,13492690,$10.01,$10.35,$9.61
06/10/2022,$10.51,12983800,$10.9,$11.08,$10.46
06/09/2022,$11.12,15193370,$12.07,$12.1,$11.095
06/08/2022,$12.19,10673530,$12.42,$13.01,$12.1301
06/07/2022,$12.43,14529390,$12.22,$12.53,$11.9
06/06/2022,$12.48,9051057,$12.65,$12.87,$12.29
06/03/2022,$12.53,8510214,$13.02,$13.1,$12.365
06/02/2022,$13.17,13431420,$12.99,$13.408,$12.92
06/01/2022,$12.94,13768070,$13.88,$14.31,$12.89
05/31/2022,$13.96,11233770,$14.46,$14.74,$13.77
05/27/2022,$14.51,8389485,$13.96,$14.52,$13.87
05/26/2022,$13.9,12969190,$13.165,$13.95,$12.87
05/25/2022,$13.05,12435810,$12.43,$13.265,$12.425
05/24/2022,$12.52,10298330,$13.47,$13.47,$12.335
05/23/2022,$13.62,9707087,$14.577,$14.577,$13.05
05/20/2022,$14.51,10296140,$14.96,$15.04,$13.6802
05/19/2022,$14.73,11288900,$14.285,$15.07,$14.14
05/18/2022,$14.42,11321160,$15.24,$15.92,$14.315
05/17/2022,$15.55,19239410,$15.83,$16.22,$14.675
05/16/2022,$15.48,16844100,$15.56,$16.16,$15.26
05/13/2022,$15.87,23371300,$13.89,$15.9,$13.82
05/12/2022,$13.62,23504590,$12.05,$14.14,$11.8022
05/11/2022,$12.34,28635670,$13.328,$13.935,$12.24
05/10/2022,$12.9,63037680,$12.1,$13.4794,$11.25
05/09/2022,$14.13,15995030,$15.34,$15.61,$14.06
05/06/2022,$15.7,18179030,$16.74,$16.94,$14.7
05/05/2022,$17.01,10827490,$18.53,$18.53,$16.67
05/04/2022,$18.71,13104540,$18.27,$18.86,$16.78
05/03/2022,$18.31,9009157,$18.445,$18.85,$17.96
05/02/2022,$18.73,9323840,$17.65,$18.83,$17.21
04/29/2022,$17.56,11659940,$18.84,$19.93,$17.53
04/28/2022,$18.47,12648620,$18.71,$19.04,$17.375
04/27/2022,$18.64,7262048,$18.55,$19.5,$18.34
04/26/2022,$19.02,8822413,$20.19,$20.47,$18.905
04/25/2022,$20.41,8679933,$20.04,$20.5,$19.53
04/22/2022,$20.39,10773340,$20.72,$20.88,$19.66
04/21/2022,$20.465,8686080,$22.02,$22.3496,$20.41
04/20/2022,$21.77,11514500,$24.57,$24.57,$21.74
04/19/2022,$24.53,5757015,$23.76,$25.125,$23.51
04/18/2022,$23.91,9825775,$23.51,$24.05,$21.9
04/14/2022,$23.87,15065440,$24.82,$26.5,$23.1
04/13/2022,$25.03,4851602,$23.66,$25.05,$23.29
04/12/2022,$23.71,5599831,$24.18,$25.08,$23.57
04/11/2022,$24.18,6189172,$23.01,$24.6,$22.53
04/08/2022,$23.56,7830367,$24.4,$24.5914,$23.4
04/07/2022,$24.06,10194310,$24.67,$25.21,$22.8501
04/06/2022,$24.91,10038570,$25.57,$25.85,$24.25
04/05/2022,$26.2,6889617,$27.71,$27.95,$25.875
04/04/2022,$27.81,6353638,$26.49,$27.83,$25.83
04/01/2022,$26.31,5939623,$26.57,$26.92,$25.8
03/31/2022,$26.42,10141450,$28.56,$28.905,$26.25
03/30/2022,$28.44,11089810,$30.055,$30.78,$27.92
03/29/2022,$30.89,14294310,$28.65,$32.14,$28.3687
03/28/2022,$28.07,7858084,$28.44,$29.12,$26.88
03/25/2022,$28.42,9139713,$29.23,$29.66,$27.82
03/24/2022,$28.94,8149824,$28.37,$29.1799,$27.1718
03/23/2022,$28.71,11043860,$27.33,$29.86,$26.86
03/22/2022,$27.53,7280652,$25.93,$28.14,$25.845
03/21/2022,$26.25,6553750,$26.37,$26.72,$24.98
03/18/2022,$26.62,11291110,$24.64,$26.7,$24.61
03/17/2022,$24.7,7399655,$23.21,$24.73,$22.921
03/16/2022,$23.31,9640516,$22.87,$23.44,$22.08
03/15/2022,$22.61,13301720,$21.01,$22.815,$20.56
03/14/2022,$20.2,11106560,$20.81,$21.8783,$20.11
03/11/2022,$21.14,9021373,$22.64,$22.71,$21.04
03/10/2022,$22.61,8629180,$22.59,$23.13,$21.99
03/09/2022,$23.44,7501141,$22.82,$23.86,$22.69
03/08/2022,$22.55,10392010,$22.22,$23.505,$21.33
03/07/2022,$22.52,11855500,$23.59,$24.08,$22.14
03/04/2022,$23.49,18928880,$24.8,$24.82,$22.46
03/03/2022,$24.52,15971860,$26.965,$27.02,$24.4
03/02/2022,$26.73,10230770,$27.47,$27.51,$25.85
03/01/2022,$27.62,8231787,$28.89,$29.15,$27.2
02/28/2022,$29.06,10510190,$28.95,$29.12,$27.11
02/25/2022,$28.19,9672803,$28.08,$28.44,$26.75
02/24/2022,$28.3,20463560,$25.5,$28.6,$25.26
02/23/2022,$27,13930570,$28.73,$29.12,$26.7
02/22/2022,$28.55,10919910,$29.48,$30.31,$28.4
02/18/2022,$29.63,13085400,$30.571,$31.694,$29.08
02/17/2022,$30.59,11004000,$31.97,$33.01,$30.21
02/16/2022,$32.05,14457160,$33.16,$34.1999,$31.53
02/15/2022,$33.25,16048230,$32.998,$33.65,$31.95
02/14/2022,$32.83,21832310,$33.705,$34.96,$32.18
02/11/2022,$34.68,29809290,$36.81,$37.3,$33.68
02/10/2022,$37.46,33703990,$36.96,$39.6257,$36.41
02/09/2022,$38.77,78117370,$36.52,$38.93,$35.61
02/08/2022,$37.27,246529100,$30.2,$40.35,$29.7
02/07/2022,$29.75,105815300,$31.62,$32.22,$27.91
02/04/2022,$24.6,25406200,$24.662,$24.79,$23.21
02/03/2022,$24.25,10447600,$26.271,$26.6,$24.195
02/02/2022,$26.7,15476870,$27.9,$27.9,$25.88
02/01/2022,$28.02,13796420,$27.39,$28.57,$26.59
01/31/2022,$27.33,24148970,$26.55,$27.66,$26.01
01/28/2022,$25.64,21521370,$24.003,$25.71,$22.81
01/27/2022,$23.97,20292940,$24.8,$25.57,$23.76
01/26/2022,$24.75,24816250,$27.125,$27.6,$24.6701
01/25/2022,$26.53,30616450,$29.04,$29.7094,$26.45
01/24/2022,$29.71,63570320,$25.85,$30.27,$25.81
01/21/2022,$27.06,108935100,$25.81,$28.7,$24.34
01/20/2022,$24.22,105119300,$32.05,$32.635,$23.25
01/19/2022,$31.84,28231090,$30.02,$32.3862,$29.54
01/18/2022,$30.23,27347790,$30.85,$30.92,$29.1112
01/14/2022,$31.33,21265220,$31,$32.3203,$30.35
01/13/2022,$32.15,20397580,$34.68,$34.71,$31.98
01/12/2022,$34.49,12830820,$36.34,$37.08,$34.47
01/11/2022,$36.56,16197430,$34.27,$37.6799,$34.05
01/10/2022,$34.37,17111710,$34.7,$35.0999,$32.23
01/07/2022,$35.58,17078400,$33.55,$36.01,$33.03
01/06/2022,$33.86,18061320,$32.25,$34.67,$31.51
01/05/2022,$32.23,15467400,$33.12,$34.6,$32
01/04/2022,$33.82,21842310,$35,$35.25,$32.3918
01/03/2022,$35.2,12777240,$36.08,$36.26,$34.72
12/31/2021,$35.76,14463720,$36.1,$37.4,$35.655
12/30/2021,$37.19,16974850,$34.53,$37.9021,$34.48
12/29/2021,$34.56,13594970,$35.13,$35.6847,$33.91
12/28/2021,$35.13,14026030,$36.61,$37.3,$35.03
12/27/2021,$36.71,15765140,$38.12,$38.47,$36.47
12/23/2021,$38.59,17147640,$37.42,$38.81,$35.901
12/22/2021,$37.78,17182440,$39.21,$39.7107,$36.64
12/21/2021,$39.19,11555240,$38.875,$39.78,$37.9401
12/20/2021,$38.7,18246130,$42.16,$42.46,$38.19
12/17/2021,$42.45,18360270,$40.04,$43.025,$39.16
12/16/2021,$39.81,15792640,$38.5,$40.18,$38.4336
12/15/2021,$38.5,18012210,$39.335,$39.34,$36.42
12/14/2021,$39.26,30336050,$38.702,$42.75,$38.67
12/13/2021,$41.34,30021480,$39.615,$41.46,$37.75
12/10/2021,$38.51,23570780,$39.85,$41.25,$37.67
12/09/2021,$40.7,19329550,$45.21,$45.79,$40.27
12/08/2021,$45.91,17354770,$41.84,$46.345,$40.97
12/07/2021,$41.78,11574270,$42.58,$43.89,$41.38
12/06/2021,$42.49,13586640,$42.36,$43.52,$40.84
12/03/2021,$43.55,17128630,$46.16,$46.5,$42.29
12/02/2021,$44.45,17120790,$43.89,$46.25,$43.41
12/01/2021,$42.25,12901820,$43.81,$45.76,$42.19
11/30/2021,$44,17337100,$44.72,$46.13,$42.5
11/29/2021,$44.39,14785650,$44.68,$45.58,$42.744
11/26/2021,$46.41,16487610,$47.72,$47.75,$45
11/24/2021,$43.92,13120580,$42.55,$44.58,$41.74
11/23/2021,$42.97,17946920,$44,$44.34,$41.1301
11/22/2021,$44.08,19820450,$47.05,$47.15,$43.3
11/19/2021,$47.14,12695110,$49.55,$50.0795,$47
11/18/2021,$48.4,24991620,$51.23,$51.8,$45.9
11/17/2021,$51.13,24285040,$52.66,$53.39,$50.81
11/16/2021,$54.85,73862980,$50.09,$54.935,$48.85
11/15/2021,$47.49,12812670,$49.613,$49.7135,$46.7
11/12/2021,$49.22,8862726,$50.67,$51.39,$48.73
11/11/2021,$50.52,15780140,$49.08,$50.85,$47.57
11/10/2021,$48.95,16018560,$49.77,$51.41,$48.3
11/09/2021,$50.13,22802740,$52.95,$53,$48.93
11/08/2021,$51.25,52497870,$53.36,$53.6,$49.1135
11/05/2021,$55.64,83569410,$57.13,$61.7,$55.21
11/04/2021,$86.06,21312630,$90.39,$90.49,$85.75
11/03/2021,$89.9,6263718,$88.94,$91.4624,$88.79
11/02/2021,$89.37,7532187,$92.75,$92.75,$87.92
11/01/2021,$92.83,5482876,$91.6,$92.95,$89.8554
10/29/2021,$91.44,6352373,$89.91,$92.49,$88.94
10/28/2021,$90.31,5461729,$88.78,$90.67,$88.53
10/27/2021,$88.45,5119847,$93.26,$93.4243,$87.98
10/26/2021,$93.46,6123972,$97.15,$99.36,$92.2
10/25/2021,$96.6,5713176,$93.5,$97.5299,$93.29
10/22/2021,$93.83,3926897,$93.954,$94.905,$92.18
10/21/2021,$94.83,7021608,$90.41,$95.59,$90.35
10/20/2021,$90.65,9689564,$91.41,$93.75,$89.7801
10/19/2021,$88.19,4020624,$87.55,$88.3,$85.8701
10/18/2021,$87.65,6496048,$85.11,$88.9,$83.58
10/15/2021,$85.11,4174665,$86.1,$86.6,$84.47
10/14/2021,$85.85,3342170,$87.97,$88.2,$85.31
10/13/2021,$86.71,3950209,$87.23,$88.4,$86.25
10/12/2021,$86.65,4100291,$85.85,$87.34,$84.87
10/11/2021,$84.87,3632879,$85.84,$87.4,$84.8
10/08/2021,$86.11,4132253,$87.5,$88.22,$85.13
10/07/2021,$87.74,8829515,$84.5,$89.4699,$84.421
10/06/2021,$83.76,6972198,$82.2,$85.1899,$81.04
10/05/2021,$82.56,5454417,$82.21,$84.14,$81.5
10/04/2021,$82.35,8961463,$86.25,$86.49,$81.33
10/01/2021,$86.71,6266805,$86.19,$87.16,$84.32
09/30/2021,$87.05,6951412,$85.06,$87.9,$84.67
09/29/2021,$85.4,7212945,$87.99,$89.8778,$85.2
09/28/2021,$87.8,10388460,$91,$91,$87.05
09/27/2021,$92.07,8976417,$91.71,$94.38,$89.63
09/24/2021,$92.64,5244879,$94.13,$94.13,$91.76
09/23/2021,$94.38,5366935,$94.81,$96.57,$94.01
09/22/2021,$94.55,17074950,$99.51,$99.98,$92.61
09/21/2021,$100.92,3909850,$101.25,$103.93,$100.44
09/20/2021,$100.73,5282284,$101.4,$104.13,$99.3
09/17/2021,$103.42,5901867,$104.177,$105.2332,$102.5
09/16/2021,$104.92,3682277,$105.56,$106.6,$103.93
09/15/2021,$105.56,7189657,$108.99,$108.99,$103.82
09/14/2021,$108.5,6512363,$111.58,$113.8844,$107.82
09/13/2021,$111.51,8518260,$113.67,$114.5,$110.1104
09/10/2021,$114.39,22449520,$106.91,$118.61,$106.54
09/09/2021,$107.08,16953980,$99.194,$107.79,$98.87
09/08/2021,$97.5,5426294,$96.201,$99.12,$96.06
09/07/2021,$96.48,5734893,$98.1,$98.89,$96.055
09/03/2021,$98.56,8266697,$100.86,$101.3499,$96.95
09/02/2021,$101,8581316,$100.179,$102.28,$99.56
09/01/2021,$100.04,9293565,$99.91,$101.75,$98.2901
08/31/2021,$100.19,9805115,$100.26,$103.14,$99.1
08/30/2021,$101.48,11769580,$103.75,$105.2399,$100.55
08/27/2021,$104.34,31932380,$108.05,$108.8,$102.91
08/26/2021,$114.09,14720180,$116.5,$120.62,$113.3501
08/25/2021,$116.25,4409993,$113,$116.62,$112.56
08/24/2021,$113.71,7034238,$110.294,$114.26,$110.01
08/23/2021,$106.59,6596313,$105.653,$108.05,$105.34
08/20/2021,$108.07,4551990,$109,$111.02,$107.85
08/19/2021,$107.8,3907695,$109.11,$110.05,$107.41
08/18/2021,$110.65,3780837,$113.45,$113.9021,$109.7569
08/17/2021,$113.25,4644538,$109.31,$113.72,$108.53
08/16/2021,$110,5936135,$109.91,$111.949,$107.19
08/13/2021,$110.88,3181209,$112.13,$113.08,$109.88
08/12/2021,$112.64,2449298,$112.92,$114.51,$111.66
08/11/2021,$112.95,3833848,$114.01,$115.05,$111.86
08/10/2021,$113.84,3432891,$115.965,$118.24,$113.56
08/09/2021,$116.58,5036741,$113.11,$117.62,$111.17
08/06/2021,$112.69,5631364,$118.81,$121.17,$112.65
08/05/2021,$120.22,4303300,$119.42,$121.3599,$116.8
08/04/2021,$120.93,3071111,$119.54,$121.1,$118.14
08/03/2021,$119.27,3712722,$120.84,$122.994,$117.91
08/02/2021,$120.69,4634594,$117.9,$122.69,$114.6252
07/30/2021,$118.05,4423002,$116.1,$120.6,$115.77
07/29/2021,$118.1,4039357,$121.62,$123.43,$117.91
07/28/2021,$121.92,3307116,$121.75,$123.599,$120.3553
07/27/2021,$121.36,4063440,$122.85,$123.94,$117.27
07/26/2021,$122.68,3238983,$121.06,$123.23,$117.75
07/23/2021,$121.55,4149450,$119.05,$122.969,$117.57
07/22/2021,$119.67,6576731,$125.73,$126.19,$119.01
07/21/2021,$126.43,5117148,$124.74,$127.17,$123.28
07/20/2021,$126.35,11892920,$124.09,$127.57,$120.5101
07/19/2021,$118.43,9198363,$109.99,$118.67,$109.665
07/16/2021,$110.54,4593292,$111.67,$111.9503,$109.26
07/15/2021,$111.19,8178350,$111.98,$114.7099,$108.1
07/14/2021,$113.36,10359500,$116,$116.99,$113.3
07/13/2021,$119.85,4918723,$119.57,$121.61,$118.5001
07/12/2021,$120.31,7372031,$118.73,$121.18,$114.54
07/09/2021,$117.84,6943378,$123.8557,$123.9799,$117.71
07/08/2021,$124.06,5716179,$119.855,$124.9747,$118.61
07/07/2021,$123.51,6399526,$125.275,$129.7,$123.2
07/06/2021,$123.69,5878569,$121.47,$124.07,$119.73
07/02/2021,$121.6,3632537,$123.09,$124.98,$120.17
07/01/2021,$122.16,4687709,$125,$126.25,$121.31
06/30/2021,$124.02,4378522,$125.09,$125.66,$123.365
06/29/2021,$125.68,6133905,$125.36,$127.155,$122.22
06/28/2021,$126.92,11088550,$122.07,$127.98,$121.4
06/25/2021,$121.49,12475000,$121.951,$122.42,$118.83
06/24/2021,$121.85,12766990,$117.88,$124.23,$117
06/23/2021,$117.48,7885899,$116.82,$119.6099,$115.52
06/22/2021,$117.17,13099930,$107.45,$117.66,$107.45
06/21/2021,$108.11,7878160,$107.59,$108.6,$104.12
06/18/2021,$109.12,6363214,$107.592,$110.19,$107.24
06/17/2021,$108.81,6552521,$104.9,$109.8727,$104.61
06/16/2021,$105.07,8972502,$105.715,$106.58,$102.7
06/15/2021,$106.11,6075089,$111.99,$111.99,$105.63
06/14/2021,$112.09,6617640,$112.368,$114.75,$111.5478
06/11/2021,$113.12,9666724,$104.86,$113.23,$104.62
06/10/2021,$106.08,5921920,$106.105,$107.95,$104.49
06/09/2021,$106.97,5384557,$109.3,$110.445,$106.28
06/08/2021,$109.69,7105680,$110.31,$112.4613,$108.38
06/07/2021,$109.79,9138573,$105.2,$110.9699,$104.25
06/04/2021,$103.01,6619883,$103.68,$104.59,$101.52
06/03/2021,$103.1,8464885,$106.935,$107.648,$102.911
06/02/2021,$108.55,8316141,$109.23,$110.57,$105.95
